"Protein","Gene","Description","GeneSymbol","Ctrl.Rep2","Ctrl.Rep3","Ctrl.Rep4","ER.Rep1","ER.Rep2","ER.Rep3","ER.Rep4","IGG.Ctrl","IGG.ER","IGG.Mixed","Unique_Peptides","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Q9Y3C1","NOP16_HUMAN","Nucleolar protein 16 (HBV pre-S2 trans-regulated protein 3)","NOP16",6.07,5.29,6.19,6.01,5.84,5.77,5.56,4.83,5.07,4.96,2,0.9,5.55920316438645,4.31,0.00098,0.0012,-1.48
"P09497","CLCB_HUMAN","Clathrin light chain B (Lcb)","CLTB",8.92,8.55,8.83,9,8.75,8.59,8.92,7.92,8.37,8.14,7,0.62,8.59847795673214,4.3,0.00099,0.0012,-1.49
"P62979","RS27A_HUMAN","Ubiquitin-40S ribosomal protein S27a (Ubiquitin carboxyl extension protein 80) [Cleaved into: Ubiquitin; 40S ribosomal protein S27a (Small ribosomal subunit protein eS31)]","RPS27A",8.74,8.89,8.96,9.38,8.93,8.79,8.8,8.5,7.82,7.83,2,0.81,8.66401542530633,4.29,0.001,0.0012,-1.52
"P84103","SRSF3_HUMAN","Serine/arginine-rich splicing factor 3 (Pre-mRNA-splicing factor SRP20) (Splicing factor, arginine/serine-rich 3)","SRSF3",10.35,10.04,10.4,10.55,10.3,10.22,10.43,9.83,9.82,9.64,8,0.5,10.1560455855611,4.28,0.001,0.0012,-1.52
"Q8IY67","RAVR1_HUMAN","Ribonucleoprotein PTB-binding 1 (Protein raver-1)","RAVER1",7.27,7.12,7.42,7.54,7.33,7.15,7.41,6.2,6.92,6.53,4,0.72,7.08835612895936,4.28,0.001,0.0012,-1.54
"Q5VZL5","ZMYM4_HUMAN","Zinc finger MYM-type protein 4 (Zinc finger protein 262)","ZMYM4",5.2,5.62,5.35,5.49,5.64,5.19,5.52,4.82,4.78,4.54,1,0.67,5.21454319467276,4.24,0.0011,0.0013,-1.6
"Q8WVP7","LMBR1_HUMAN","Limb region 1 protein homolog (Differentiation-related gene 14 protein)","LMBR1",2.1,2.71,3.02,2.37,2.86,2.47,2.86,1.48,0,1.38,1,1.66,2.12372018522571,4.23,0.0011,0.0013,-1.62
"P16402","H13_HUMAN","Histone H1.3 (Histone H1c) (Histone H1s-2)","HIST1H1D",10.22,10.52,9.77,9.52,9.79,10.31,9.65,9.41,9.08,9.36,10,0.88,9.76296839895623,4.23,0.0011,0.0013,-1.63
"P18669","PGAM1_HUMAN","Phosphoglycerate mutase 1 (EC 5.4.2.11) (EC 5.4.2.4) (BPG-dependent PGAM 1) (Phosphoglycerate mutase isozyme B) (PGAM-B)","PGAM1",3.06,3.57,3.11,3.53,3.15,3.21,3.01,2.13,2.49,2.28,1,0.95,2.95404888253155,4.21,0.0012,0.0014,-1.66
"Q96JY6","PDLI2_HUMAN","PDZ and LIM domain protein 2 (PDZ-LIM protein mystique)","PDLIM2",5.3,4.93,5.01,5.21,5.33,4.85,5.42,4.2,4.51,4.36,1,0.73,4.91104547824941,4.2,0.0012,0.0014,-1.67
"A0FGR8","ESYT2_HUMAN","Extended synaptotagmin-2 (E-Syt2) (Chr2Syt)","ESYT2",5.66,5.46,5.75,5.65,5.7,5.64,5.75,5,5.28,4.76,1,0.61,5.46365444044268,4.19,0.0012,0.0014,-1.69
"Q9NVD7","PARVA_HUMAN","Alpha-parvin (Actopaxin) (CH-ILKBP) (Calponin-like integrin-linked kinase-binding protein) (Matrix-remodeling-associated protein 2)","PARVA",2.77,2.81,2.23,2.25,2.29,2.25,2.57,1.38,0,1.63,1,1.6,2.01685338463579,4.19,0.0012,0.0014,-1.7
"Q08379","GOGA2_HUMAN","Golgin subfamily A member 2 (130 kDa cis-Golgi matrix protein) (GM130) (GM130 autoantigen) (Golgin-95)","GOLGA2",4.93,4.47,4.41,4.24,4.33,4.54,4.27,3.83,3.74,4.06,1,0.73,4.2811956387048,4.18,0.0012,0.0014,-1.71
"Q8NEY8","PPHLN_HUMAN","Periphilin-1 (CDC7 expression repressor) (CR) (Gastric cancer antigen Ga50)","PPHLN1",6.66,6.52,6.77,6.61,6.65,6.4,6.75,5.46,6.37,5.31,1,0.94,6.34996951583275,4.18,0.0012,0.0015,-1.72
"Q14692","BMS1_HUMAN","Ribosome biogenesis protein BMS1 homolog (Ribosome assembly protein BMS1 homolog)","BMS1",7.83,7.45,7.87,7.97,7.54,7.56,7.74,6.96,7.33,6.74,5,0.71,7.49885936390502,4.18,0.0012,0.0015,-1.72
"Q09161","NCBP1_HUMAN","Nuclear cap-binding protein subunit 1 (80 kDa nuclear cap-binding protein) (CBP80) (NCBP 80 kDa subunit)","NCBP1",6.24,6.37,6.52,6.16,6.25,6.16,6.28,5.28,6.13,5.27,2,0.82,6.0663663704565,4.16,0.0013,0.0015,-1.76
"Q86XZ4","SPAS2_HUMAN","Spermatogenesis-associated serine-rich protein 2 (Serine-rich spermatocytes and round spermatid 59 kDa protein) (p59scr)","SPATS2",4.56,4.02,4.08,4.17,4.08,4.51,4.15,3.42,3.43,3.5,1,0.77,3.9927964396806,4.16,0.0013,0.0015,-1.76
"Q99613","EIF3C_HUMAN","Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 subunit 8) (eIF3 p110)","EIF3C",5.61,5.7,5.64,5.53,5.47,5.56,5.35,4.89,5.36,4.87,2,0.61,5.39699067260672,4.16,0.0013,0.0015,-1.76
"P46379","BAG6_HUMAN","Large proline-rich protein BAG6 (BAG family molecular chaperone regulator 6) (BCL2-associated athanogene 6) (BAG-6) (HLA-B-associated transcript 3) (Protein G3) (Protein Scythe)","BAG6",2.78,2.79,3,1.92,2.19,2.2,2.39,1.91,1.93,1.99,1,0.92,2.30959535784514,4.15,0.0013,0.0015,-1.77
"Q14254","FLOT2_HUMAN","Flotillin-2 (Epidermal surface antigen) (ESA) (Membrane component chromosome 17 surface marker 1)","FLOT2",9.34,9.29,9.34,9.24,9.26,9.22,9.14,8.13,8.22,9.14,9,0.83,9.03287578960391,4.14,0.0013,0.0015,-1.79
"P07199","CENPB_HUMAN","Major centromere autoantigen B (Centromere protein B) (CENP-B)","CENPB",4.65,4.24,4.76,4.81,4.79,4.5,4.92,3.93,3.63,3.88,1,0.74,4.41025799129003,4.14,0.0013,0.0016,-1.79
"Q9H2K8","TAOK3_HUMAN","Serine/threonine-protein kinase TAO3 (EC 2.7.11.1) (Cutaneous T-cell lymphoma-associated antigen HD-CL-09) (CTCL-associated antigen HD-CL-09) (Dendritic cell-derived protein kinase) (JNK/SAPK-inhibitory kinase) (Jun kinase-inhibitory kinase) (Kinase from chicken homolog A) (hKFC-A) (Thousand and one amino acid protein 3)","TAOK3",5.98,6.28,6.26,6.23,6.21,6.37,6.22,5.39,5.82,5.61,2,0.56,6.03720814192088,4.13,0.0013,0.0016,-1.8
"Q8IY33","MILK2_HUMAN","MICAL-like protein 2 (Junctional Rab13-binding protein) (Molecule interacting with CasL-like 2) (MICAL-L2)","MICALL2",4.91,4.87,5.09,5.18,4.83,4.64,4.85,3.99,4.35,4.42,1,0.71,4.71249269053291,4.13,0.0013,0.0016,-1.81
"O75116","ROCK2_HUMAN","Rho-associated protein kinase 2 (EC 2.7.11.1) (Rho kinase 2) (Rho-associated, coiled-coil-containing protein kinase 2) (Rho-associated, coiled-coil-containing protein kinase II) (ROCK-II) (p164 ROCK-2)","ROCK2",5.87,5.56,5.57,5.45,5.9,5.77,5.61,4.95,5.21,4.98,1,0.62,5.48672538668966,4.1,0.0014,0.0017,-1.87
"P36954","RPB9_HUMAN","DNA-directed RNA polymerase II subunit RPB9 (RNA polymerase II subunit B9) (DNA-directed RNA polymerase II subunit I) (RNA polymerase II 14.5 kDa subunit) (RPB14.5)","POLR2I",2.15,2.49,2.54,2.94,1.61,2.36,1.59,1.11,0,1.03,1,1.68,1.78227525773613,4.1,0.0014,0.0017,-1.87
"Q86TM3","DDX53_HUMAN","Probable ATP-dependent RNA helicase DDX53 (EC 3.6.4.13) (Cancer-associated gene protein) (Cancer/testis antigen 26) (CT26) (DEAD box protein 53) (DEAD box protein CAGE)","DDX53",5.32,5.31,5.71,5.5,5.68,5.19,5.73,4.31,5.01,4.56,1,0.82,5.23318799408715,4.09,0.0015,0.0017,-1.89
"O95671","ASML_HUMAN","N-acetylserotonin O-methyltransferase-like protein (ASMTL) (EC 2.1.1.-)","ASMTL",4.18,4.75,4.39,3.81,4.22,4.68,4.32,3.48,3.72,3.33,1,0.93,4.08783808100576,4.08,0.0015,0.0017,-1.9
"Q9BS26","ERP44_HUMAN","Endoplasmic reticulum resident protein 44 (ER protein 44) (ERp44) (Thioredoxin domain-containing protein 4)","ERP44",8.35,7.31,8.65,9.17,8.22,7.37,8.88,6.37,6.54,6.26,4,1.71,7.71272808722867,4.11,0.0015,0.0018,-1.92
"P60953","CDC42_HUMAN","Cell division control protein 42 homolog (G25K GTP-binding protein)","CDC42",5.84,5.61,6.15,6.02,6.06,5.92,6.13,5.22,5.26,5.4,1,0.58,5.76190935535053,4.07,0.0015,0.0018,-1.92
"Q09028","RBBP4_HUMAN","Histone-binding protein RBBP4 (Chromatin assembly factor 1 subunit C) (CAF-1 subunit C) (Chromatin assembly factor I p48 subunit) (CAF-I 48 kDa subunit) (CAF-I p48) (Nucleosome-remodeling factor subunit RBAP48) (Retinoblastoma-binding protein 4) (RBBP-4) (Retinoblastoma-binding protein p48)","RBBP4",2.39,2.71,2.93,3.15,2.55,2.2,2.86,1.84,0,1.14,1,1.68,2.17655964467631,4.04,0.0016,0.0018,-1.97
"P52434","RPAB3_HUMAN","DNA-directed RNA polymerases I, II, and III subunit RPABC3 (RNA polymerases I, II, and III subunit ABC3) (DNA-directed RNA polymerase II subunit H) (DNA-directed RNA polymerases I, II, and III 17.1 kDa polypeptide) (RPB17) (RPB8 homolog) (hRPB8)","POLR2H",4.64,4.71,5.06,4.94,4.91,4.84,5.14,3.85,4.37,4.12,1,0.69,4.6577948628706,4.04,0.0016,0.0019,-1.98
"O15213","WDR46_HUMAN","WD repeat-containing protein 46 (WD repeat-containing protein BING4)","WDR46",4.8,4.89,5.34,5.17,4.54,4.8,4.79,4.02,4.52,3.85,1,0.88,4.67193388178781,4.02,0.0016,0.0019,-2.01
"P47914","RL29_HUMAN","60S ribosomal protein L29 (Cell surface heparin-binding protein HIP) (Large ribosomal subunit protein eL29)","RPL29",9.96,9.68,10.38,10.51,10.01,9.79,9.7,9.34,9.04,9.16,6,0.82,9.75538586586675,4,0.0017,0.002,-2.04
"O60907","TBL1X_HUMAN","F-box-like/WD repeat-containing protein TBL1X (SMAP55) (Transducin beta-like protein 1X) (Transducin-beta-like protein 1, X-linked)","TBL1X",5.48,5.54,6.07,5.52,6,5.65,5.91,4.67,5.25,4.74,1,0.81,5.48253601110897,4,0.0017,0.002,-2.05
"Q12788","TBL3_HUMAN","Transducin beta-like protein 3 (WD repeat-containing protein SAZD)","TBL3",8.18,7.96,8.43,8.48,8.32,8,8.42,7.46,7.82,7.35,6,0.64,8.04212738939908,4,0.0017,0.002,-2.06
"Q9UGP8","SEC63_HUMAN","Translocation protein SEC63 homolog","SEC63",5.79,5.46,5.77,5.85,5.63,5.73,5.67,5.02,5.32,4.99,1,0.56,5.52191824082976,3.98,0.0018,0.002,-2.08
"Q8WUM4","PDC6I_HUMAN","Programmed cell death 6-interacting protein (PDCD6-interacting protein) (ALG-2-interacting protein 1) (ALG-2-interacting protein X) (Hp95)","PDCD6IP",7.57,7.6,7.67,7.67,7.6,7.66,7.77,6.9,7.43,6.98,3,0.51,7.48541901891228,3.94,0.0019,0.0022,-2.17
"Q13123","RED_HUMAN","Protein Red (Cytokine IK) (IK factor) (Protein RER)","IK",6.17,6.32,6.44,6.34,6.46,6.11,6.45,5.73,5.96,5.66,1,0.53,6.16335990728632,3.91,0.002,0.0023,-2.21
"Q92615","LAR4B_HUMAN","La-related protein 4B (La ribonucleoprotein domain family member 4B) (La ribonucleoprotein domain family member 5) (La-related protein 5)","LARP4B",6.15,5.79,6.18,6.14,6.1,6.19,6.16,5.54,5.38,5.66,2,0.51,5.9309235153053,3.91,0.002,0.0023,-2.22
"Q9BRP8","PYM1_HUMAN","Partner of Y14 and mago (PYM homolog 1 exon junction complex-associated factor) (Protein wibg homolog)","PYM1",5.86,5.86,5.64,5.94,5.69,6.02,6,5.04,4.97,5.51,1,0.61,5.65399604456955,3.9,0.002,0.0024,-2.23
"P67870","CSK2B_HUMAN","Casein kinase II subunit beta (CK II beta) (Phosvitin) (Protein G5a)","CSNK2B",6.12,6.05,6.17,6.11,6.37,5.94,6.19,5.5,5.79,5.32,1,0.58,5.95561421189321,3.9,0.002,0.0024,-2.24
"Q01105","SET_HUMAN","Protein SET (HLA-DR-associated protein II) (Inhibitor of granzyme A-activated DNase) (IGAAD) (PHAPII) (Phosphatase 2A inhibitor I2PP2A) (I-2PP2A) (Template-activating factor I) (TAF-I)","SET",6.07,6.14,6.19,6.46,6.27,5.53,6.39,5,5.57,5.25,2,0.86,5.88624066562782,3.88,0.0021,0.0025,-2.27
"Q9UBM7","DHCR7_HUMAN","7-dehydrocholesterol reductase (7-DHC reductase) (EC 1.3.1.21) (Putative sterol reductase SR-2) (Sterol Delta(7)-reductase)","DHCR7",5.9,6,5.87,5.81,5.83,6.13,6.02,5.25,5.58,5.41,1,0.51,5.77997565420379,3.87,0.0022,0.0025,-2.29
"P48634","PRC2A_HUMAN","Protein PRRC2A (HLA-B-associated transcript 2) (Large proline-rich protein BAT2) (Proline-rich and coiled-coil-containing protein 2A) (Protein G2)","PRRC2A",6.05,6.38,5.98,5.95,6.24,6.17,6.24,5.76,5.54,5.42,2,0.56,5.97314932129968,3.87,0.0022,0.0025,-2.3
"Q9Y450","HBS1L_HUMAN","HBS1-like protein (ERFS)","HBS1L",3.15,3.17,2.6,3.22,3.08,3.63,3.26,2.32,1.98,1.73,1,0.96,2.81435163684179,3.86,0.0022,0.0025,-2.3
"Q9Y3Y2","CHTOP_HUMAN","Chromatin target of PRMT1 protein (Friend of PRMT1 protein) (Small arginine- and glycine-rich protein) (SRAG)","CHTOP",5.44,4.67,5.2,5.08,5.24,5.25,5.21,4.47,3.82,4.51,2,0.84,4.8904137206601,3.86,0.0022,0.0025,-2.31
"Q9Y4D1","DAAM1_HUMAN","Disheveled-associated activator of morphogenesis 1","DAAM1",5.32,5.47,4.72,4.88,5.25,5.33,4.87,4.29,4.28,4.55,1,0.79,4.89617509468871,3.85,0.0022,0.0026,-2.33
"Q9Y3E1","HDGR3_HUMAN","Hepatoma-derived growth factor-related protein 3 (HRP-3) (Hepatoma-derived growth factor 2) (HDGF-2)","HDGFL3",5.84,4.87,5.54,5.55,5.85,5.38,5.8,4.81,4.31,4.45,1,0.89,5.23869301151538,3.85,0.0022,0.0026,-2.33
"Q9NY93","DDX56_HUMAN","Probable ATP-dependent RNA helicase DDX56 (EC 3.6.4.13) (ATP-dependent 61 kDa nucleolar RNA helicase) (DEAD box protein 21) (DEAD box protein 56)","DDX56",6.3,5.45,6.07,6.36,5.98,5.94,6.14,5.23,5.31,4.96,2,0.77,5.77406609268956,3.82,0.0024,0.0027,-2.38
"Q9Y3U8","RL36_HUMAN","60S ribosomal protein L36 (Large ribosomal subunit protein eL36)","RPL36",9.27,9.85,9.64,9.68,9.67,9.66,9.73,8.5,9.26,8.98,3,0.67,9.42255959089806,3.81,0.0024,0.0028,-2.41
"P67809","YBOX1_HUMAN","Nuclease-sensitive element-binding protein 1 (CCAAT-binding transcription factor I subunit A) (CBF-A) (DNA-binding protein B) (DBPB) (Enhancer factor I subunit A) (EFI-A) (Y-box transcription factor) (Y-box-binding protein 1) (YB-1)","YBX1",7.67,7.28,7.04,7.3,7.34,7.81,7.4,6.74,6.12,6.78,6,0.78,7.14762497508946,3.8,0.0024,0.0028,-2.42
"Q9NZM5","NOP53_HUMAN","Ribosome biogenesis protein NOP53 (Glioma tumor suppressor candidate region gene 2 protein) (Protein interacting with carboxyl terminus 1) (PICT-1) (p60)","NOP53",4.63,4.8,4.61,4.29,4.65,4.42,4.16,3.79,4.35,3.74,1,0.72,4.34371404566349,3.77,0.0026,0.003,-2.47
"Q15437","SC23B_HUMAN","Protein transport protein Sec23B (hSec23B) (SEC23-related protein B)","SEC23B",6.53,6.52,6.77,6.58,6.77,6.47,6.67,5.6,6.4,5.76,2,0.69,6.40636878893627,3.77,0.0026,0.003,-2.48
"Q9UKV3","ACINU_HUMAN","Apoptotic chromatin condensation inducer in the nucleus (Acinus)","ACIN1",8.98,8.76,8.89,8.84,8.95,9.05,9.04,8.3,8.63,8.49,11,0.4,8.79415371299546,3.75,0.0027,0.0031,-2.51
"Q66GS9","CP135_HUMAN","Centrosomal protein of 135 kDa (Cep135) (Centrosomal protein 4)","CEP135",9.18,9.37,9.5,9.62,9.51,9.16,9.49,7.94,8.26,9.15,2,0.9,9.11674197090207,3.75,0.0027,0.0031,-2.51
"Q96MU7","YTDC1_HUMAN","YTH domain-containing protein 1 (Splicing factor YT521) (YT521-B)","YTHDC1",6.93,6.69,6.86,7.09,6.86,6.94,6.97,6.2,6.61,6.2,3,0.49,6.73709146529622,3.73,0.0028,0.0032,-2.55
"Q9NWT8","AKIP_HUMAN","Aurora kinase A-interacting protein (AURKA-interacting protein) (28S ribosomal protein S38, mitochondrial) (MRP-S38) (Mitochondrial small ribosomal subunit protein mS38)","AURKAIP1",6.86,7.53,7.34,7.26,7.15,7.48,7.49,6.11,6.91,6.42,1,0.77,7.05404161423986,3.7,0.003,0.0034,-2.61
"P09493","TPM1_HUMAN","Tropomyosin alpha-1 chain (Alpha-tropomyosin) (Tropomyosin-1)","TPM1",7.83,7.66,8.09,8.06,7.99,7.5,8.03,7.06,7.52,7.05,4,0.65,7.67915585991657,3.69,0.003,0.0034,-2.62
"Q12849","GRSF1_HUMAN","G-rich sequence factor 1 (GRSF-1)","GRSF1",5.25,5.27,5.33,5.43,5.28,5.42,5.53,4.67,4.95,4.83,1,0.47,5.19575356756239,3.69,0.003,0.0035,-2.64
"Q8IWX8","CHERP_HUMAN","Calcium homeostasis endoplasmic reticulum protein (ERPROT 213-21) (SR-related CTD-associated factor 6)","CHERP",7,6.79,6.94,6.85,7,6.82,7,6.12,6.72,6.26,2,0.54,6.74948090414847,3.68,0.0031,0.0035,-2.65
"P38117","ETFB_HUMAN","Electron transfer flavoprotein subunit beta (Beta-ETF)","ETFB",5.95,5.91,6.21,6.08,5.83,5.91,6.01,5.31,5.8,5.2,1,0.59,5.82086397680385,3.67,0.0031,0.0036,-2.67
"O43148","MCES_HUMAN","mRNA cap guanine-N7 methyltransferase (EC 2.1.1.56) (RG7MT1) (mRNA (guanine-N(7)-)-methyltransferase) (mRNA cap methyltransferase) (hCMT1) (hMet) (hcm1p)","RNMT",3.6,3.57,4.1,4.42,4.23,3.61,4.26,2.56,3.28,2.37,1,1.02,3.59922515075038,3.67,0.0031,0.0036,-2.67
"O60841","IF2P_HUMAN","Eukaryotic translation initiation factor 5B (eIF-5B) (EC 3.6.5.3) (Translation initiation factor IF-2)","EIF5B",5.16,5.25,5.16,4.92,4.87,5.35,5.25,4.23,4.43,4.88,1,0.67,4.94718636214904,3.64,0.0033,0.0037,-2.72
"P05388","RLA0_HUMAN","60S acidic ribosomal protein P0 (60S ribosomal protein L10E) (Large ribosomal subunit protein uL10)","RPLP0",8.7,7.85,8.27,8.46,8.12,8.49,8.25,7.76,7.04,7.65,3,0.79,8.05771859927214,3.62,0.0034,0.0039,-2.75
"Q9BRT6","LLPH_HUMAN","Protein LLP homolog (Protein LAPS18-like)","LLPH",6.42,6.43,6.75,7.1,6.48,6.31,6.69,5.95,5.96,5.23,1,0.82,6.33215539215249,3.61,0.0035,0.0039,-2.77
"Q16822","PCKGM_HUMAN","Phosphoenolpyruvate carboxykinase [GTP], mitochondrial (PEPCK-M) (EC 4.1.1.32)","PCK2",4.16,4.13,3.82,3.06,3.57,4.17,3.85,3.2,3.05,3.15,1,0.9,3.61507571951986,3.61,0.0035,0.004,-2.78
"Q9NY12","GAR1_HUMAN","H/ACA ribonucleoprotein complex subunit 1 (Nucleolar protein family A member 1) (snoRNP protein GAR1)","GAR1",7.21,6.48,7.49,7.21,7.28,7.24,7.35,6.48,6.41,5.7,4,0.87,6.8861327468755,3.59,0.0036,0.0041,-2.82
"Q6P996","PDXD1_HUMAN","Pyridoxal-dependent decarboxylase domain-containing protein 1 (EC 4.1.1.-)","PDXDC1",4.33,4.32,4.06,4,4.07,4.86,4.31,3.35,3.23,3.68,1,0.81,4.01917467818664,3.59,0.0036,0.0041,-2.82
"O00566","MPP10_HUMAN","U3 small nucleolar ribonucleoprotein protein MPP10 (M phase phosphoprotein 10)","MPHOSPH10",6.18,6.05,6.41,6.37,6.15,5.85,6.35,5.42,5.9,5.45,3,0.62,6.01349170081407,3.57,0.0037,0.0042,-2.85
"Q96A33","CCD47_HUMAN","Coiled-coil domain-containing protein 47","CCDC47",2.72,3.7,2.66,2.71,2.96,3.09,2.99,1.52,1.93,2.35,1,1.1,2.66370028165651,3.57,0.0038,0.0043,-2.86
"Q8N1G4","LRC47_HUMAN","Leucine-rich repeat-containing protein 47","LRRC47",5.39,5.14,5.3,5.34,5.33,5.64,5.18,4.82,4.8,4.69,2,0.51,5.16413946813117,3.56,0.0038,0.0043,-2.87
"Q9P218","COKA1_HUMAN","Collagen alpha-1(XX) chain","COL20A1",3.96,3.78,4.94,4.84,4.48,4.39,4.29,3.47,3.05,3.3,1,0.96,4.04976143052784,3.52,0.0042,0.0047,-2.96
"P07237","PDIA1_HUMAN","Protein disulfide-isomerase (PDI) (EC 5.3.4.1) (Cellular thyroid hormone-binding protein) (Prolyl 4-hydroxylase subunit beta) (p55)","P4HB",8,7.2,7.96,8.12,7.92,7.34,7.95,6.92,7.05,6.85,3,0.78,7.53104901637751,3.51,0.0042,0.0047,-2.97
"Q8IUE6","H2A2B_HUMAN","Histone H2A type 2-B","HIST2H2AB",5.44,5.6,5.74,5.19,5.58,5.82,5.84,5.11,5,4.83,1,0.61,5.41452401435822,3.51,0.0042,0.0048,-2.97
"Q6KC79","NIPBL_HUMAN","Nipped-B-like protein (Delangin) (SCC2 homolog)","NIPBL",6.36,6.55,6.72,6.19,6.41,6.11,6.4,4.55,6.45,4.86,1,1.26,6.05826114189253,3.49,0.0043,0.0049,-3
"P35527","K1C9_HUMAN","Keratin, type I cytoskeletal 9 (Cytokeratin-9) (CK-9) (Keratin-9) (K9)","KRT9",11.69,12.32,12.39,11.92,12.22,12.43,12.07,10.93,11.69,11.54,23,0.75,11.9202108591852,3.49,0.0044,0.0049,-3.01
"P10412","H14_HUMAN","Histone H1.4 (Histone H1b) (Histone H1s-4)","HIST1H1E",9.1,8.99,8.47,8.33,8.71,9.14,8.57,8.33,7.85,8.22,5,0.72,8.57024388292982,3.45,0.0047,0.0053,-3.07
"Q9Y3T9","NOC2L_HUMAN","Nucleolar complex protein 2 homolog (Protein NOC2 homolog) (NOC2-like protein) (Novel INHAT repressor)","NOC2L",7.36,7.53,7.55,7.62,7.39,7.23,7.42,6.87,7.3,6.66,3,0.53,7.29196567904641,3.43,0.0048,0.0055,-3.11
"Q86X55","CARM1_HUMAN","Histone-arginine methyltransferase CARM1 (EC 2.1.1.319) (Coactivator-associated arginine methyltransferase 1) (Protein arginine N-methyltransferase 4)","CARM1",7.63,7.98,7.9,7.9,7.85,7.78,7.93,7.1,7.66,7.31,5,0.48,7.70533642654838,3.43,0.0049,0.0055,-3.12
"Q99733","NP1L4_HUMAN","Nucleosome assembly protein 1-like 4 (Nucleosome assembly protein 2) (NAP-2)","NAP1L4",4.26,4.1,3.64,3.55,3.62,3.92,3.8,3.52,3.28,3.05,1,0.72,3.67441296560249,3.43,0.0049,0.0055,-3.12
"Q99848","EBP2_HUMAN","Probable rRNA-processing protein EBP2 (EBNA1-binding protein 2) (Nucleolar protein p40)","EBNA1BP2",9.13,8.82,9.45,9.24,9.08,8.96,9.25,8.34,8.88,8.44,5,0.58,8.95834843465822,3.42,0.0049,0.0055,-3.13
"O15446","RPA34_HUMAN","DNA-directed RNA polymerase I subunit RPA34 (A34.5) (Antisense to ERCC-1 protein) (ASE-1) (CD3-epsilon-associated protein) (CAST) (CD3E-associated protein) (RNA polymerase I-associated factor PAF49)","CD3EAP",2.62,3.27,3.4,2.65,2.29,2.79,2.78,1.38,2.42,2.3,1,1.06,2.58915703937092,3.38,0.0053,0.006,-3.21
"Q6P5R6","RL22L_HUMAN","60S ribosomal protein L22-like 1 (Large ribosomal subunit protein eL22-like 1)","RPL22L1",3.38,3.2,3.09,3.22,3.49,3.41,3.09,2.47,2.17,2.81,1,0.74,3.03379748762232,3.37,0.0054,0.0061,-3.22
"Q9NVW2","RNF12_HUMAN","E3 ubiquitin-protein ligase RLIM (EC 2.3.2.27) (LIM domain-interacting RING finger protein) (RING finger LIM domain-binding protein) (R-LIM) (RING finger protein 12) (RING-type E3 ubiquitin transferase RLIM) (Renal carcinoma antigen NY-REN-43)","RLIM",7.68,7.71,8,8.07,8,7.52,7.98,7.07,7.55,7.01,1,0.59,7.65845202239005,3.37,0.0054,0.0061,-3.23
"Q9Y4L1","HYOU1_HUMAN","Hypoxia up-regulated protein 1 (150 kDa oxygen-regulated protein) (ORP-150) (170 kDa glucose-regulated protein) (GRP-170)","HYOU1",3.83,3.6,3.65,4.14,3.92,3.47,4.02,3.08,2.92,3.08,1,0.67,3.57158760810017,3.37,0.0055,0.0061,-3.24
"Q01082","SPTB2_HUMAN","Spectrin beta chain, non-erythrocytic 1 (Beta-II spectrin) (Fodrin beta chain) (Spectrin, non-erythroid beta chain 1)","SPTBN1",9.33,9.17,9.39,9.53,9.39,9.17,9.54,8.67,9.1,8.82,12,0.43,9.21017226784491,3.36,0.0055,0.0062,-3.24
"Q86U42","PABP2_HUMAN","Polyadenylate-binding protein 2 (PABP-2) (Poly(A)-binding protein 2) (Nuclear poly(A)-binding protein 1) (Poly(A)-binding protein II) (PABII) (Polyadenylate-binding nuclear protein 1)","PABPN1",4.82,4.08,4.42,4.95,4.68,4.51,4.7,3.81,3.85,3.78,1,0.63,4.36016091753388,3.3,0.0062,0.007,-3.37
"Q92817","EVPL_HUMAN","Envoplakin (210 kDa cornified envelope precursor protein) (210 kDa paraneoplastic pemphigus antigen) (p210)","EVPL",8.74,8.72,8.99,8.83,8.82,8.68,8.93,7.97,8.75,7.94,9,0.6,8.63704857723486,3.28,0.0064,0.0071,-3.39
"Q6P1N0","C2D1A_HUMAN","Coiled-coil and C2 domain-containing protein 1A (Akt kinase-interacting protein 1) (Five prime repressor element under dual repression-binding protein 1) (FRE under dual repression-binding protein 1) (Freud-1) (Putative NF-kappa-B-activating protein 023N)","CC2D1A",4.49,3.86,4.51,4.36,4.09,4.26,4.24,3.54,3.78,3.68,1,0.62,4.0799255754541,3.27,0.0066,0.0073,-3.42
"P78316","NOP14_HUMAN","Nucleolar protein 14 (Nucleolar complex protein 14)","NOP14",5.35,4.82,5.24,5.5,5.15,5.35,5.45,4.4,4.79,4.54,1,0.55,5.05849802979455,3.25,0.0068,0.0075,-3.45
"P60510","PP4C_HUMAN","Serine/threonine-protein phosphatase 4 catalytic subunit (PP4C) (Pp4) (EC 3.1.3.16) (Protein phosphatase X) (PP-X)","PPP4C",6.37,6.29,6.62,6.71,6.66,6.3,6.71,5.84,6.2,5.62,1,0.54,6.33158415644353,3.23,0.0071,0.0079,-3.49
