"Protein","Gene","Description","GeneSymbol","Ctrl.Rep2","Ctrl.Rep3","Ctrl.Rep4","ER.Rep1","ER.Rep2","ER.Rep3","ER.Rep4","IGG.Ctrl","IGG.ER","IGG.Mixed","Unique_Peptides","logFC","AveExpr","t","P.Value","adj.P.Val","B","controlLogFoldChange"
"Q15773","MLF2_HUMAN","Myeloid leukemia factor 2 (Myelodysplasia-myeloid leukemia factor 2)","MLF2",6.28,6.4,6.56,6.5,6.41,6.3,6.51,5.28,5.75,5.29,2,0.02,6.1268235814176,0.11,0.91,1,-5.19,0.988946124658272
"Q9NZM1","MYOF_HUMAN","Myoferlin (Fer-1-like protein 3)","MYOF",9.63,9.46,9.57,9.62,9.52,9.5,9.54,8.5,8.47,8.49,12,-0.01,9.23151661269935,-0.11,0.91,1,-5.19,1.06552018321009
"Q92945","FUBP2_HUMAN","Far upstream element-binding protein 2 (FUSE-binding protein 2) (KH type-splicing regulatory protein) (KSRP) (p75)","KHSRP",10.17,9.82,9.94,10.14,9.92,9.96,9.92,8.87,8.83,8.95,19,0.01,9.65309522615952,0.11,0.91,1,-5.19,1.10453074463422
"O00151","PDLI1_HUMAN","PDZ and LIM domain protein 1 (C-terminal LIM domain protein 1) (Elfin) (LIM domain protein CLP-36)","PDLIM1",7.72,7.9,7.48,7.79,7.6,7.72,7.62,6.57,6.26,6.29,2,-0.01,7.29458089245479,-0.11,0.91,1,-5.19,1.32717156692925
"Q96CP2","FWCH2_HUMAN","FLYWCH family member 2","FLYWCH2",7.45,8.32,7.97,7.66,7.91,8.14,7.86,5.3,5.01,5.22,2,-0.02,7.08433820878729,-0.11,0.91,1,-5.19,2.73741934903493
"Q9GZR7","DDX24_HUMAN","ATP-dependent RNA helicase DDX24 (EC 3.6.4.13) (DEAD box protein 24)","DDX24",6.68,6.77,6.96,6.88,6.82,6.63,6.81,5.94,6.12,5.79,2,-0.01,6.53985824294317,-0.11,0.91,1,-5.19,0.85181400228416
"P42166","LAP2A_HUMAN","Lamina-associated polypeptide 2, isoform alpha (Thymopoietin isoform alpha) (TP alpha) (Thymopoietin-related peptide isoform alpha) (TPRP isoform alpha) [Cleaved into: Thymopoietin (TP) (Splenin); Thymopentin (TP5)]","TMPO",8.33,8.87,8.61,8.44,8.57,8.66,8.68,7.09,7.46,7.19,3,-0.01,8.18812580967863,-0.11,0.91,1,-5.19,1.35527556800678
"P60983","GMFB_HUMAN","Glia maturation factor beta (GMF-beta)","GMFB",6.14,6.39,6.2,6.17,6.16,6.45,6.24,4.8,5.34,5.07,1,0.02,5.89590213337952,0.11,0.92,1,-5.19,1.18620018525202
"P11142","HSP7C_HUMAN","Heat shock cognate 71 kDa protein (Heat shock 70 kDa protein 8) (Lipopolysaccharide-associated protein 1) (LAP-1) (LPS-associated protein 1)","HSPA8",11.53,11.83,11.53,11.64,11.64,11.61,11.6,10.16,10.18,10.11,23,-0.01,11.1825947269492,-0.11,0.92,1,-5.19,1.48432542525016
"Q15437","SC23B_HUMAN","Protein transport protein Sec23B (hSec23B) (SEC23-related protein B)","SEC23B",6.53,6.52,6.77,6.58,6.77,6.47,6.67,5.6,6.4,5.76,2,0.02,6.40636878893627,0.11,0.92,1,-5.19,0.70415779060312
"Q6ZRV2","FA83H_HUMAN","Protein FAM83H","FAM83H",9.77,9.83,9.64,9.71,9.79,9.71,9.73,8.34,8.29,8.32,14,-0.01,9.31224036981056,-0.1,0.92,1,-5.19,1.43057239599465
"Q13724","MOGS_HUMAN","Mannosyl-oligosaccharide glucosidase (EC 3.2.1.106) (Processing A-glucosidase I)","MOGS",7.07,7.21,7.08,7.15,7.26,7.09,6.95,5.95,6.26,5.88,2,-0.01,6.79020669957302,-0.1,0.92,1,-5.19,1.09383326939727
"Q92793","CBP_HUMAN","CREB-binding protein (EC 2.3.1.48)","CREBBP",6.93,7.25,7.39,7.11,7.3,6.9,7.51,5.24,5.25,5.23,3,0.02,6.61277317126068,0.1,0.92,1,-5.19,1.96656837599481
"Q52LJ0","FA98B_HUMAN","Protein FAM98B","FAM98B",4.81,4.39,4.64,4.31,4.73,4.54,4.8,3.47,3.51,3.34,1,-0.02,4.25497138615268,-0.1,0.92,1,-5.19,1.17560646497224
"Q14151","SAFB2_HUMAN","Scaffold attachment factor B2 (SAF-B2)","SAFB2",8.39,8.2,8.31,8.48,8.2,8.26,8.29,7.44,7.63,7.51,5,0.01,8.07040263740928,0.1,0.92,1,-5.19,0.777846091476724
"P61966","AP1S1_HUMAN","AP-1 complex subunit sigma-1A (Adaptor protein complex AP-1 subunit sigma-1A) (Adaptor-related protein complex 1 subunit sigma-1A) (Clathrin assembly protein complex 1 sigma-1A small chain) (Clathrin coat assembly protein AP19) (Golgi adaptor HA1/AP1 adaptin sigma-1A subunit) (HA1 19 kDa subunit) (Sigma 1a subunit of AP-1 clathrin) (Sigma-adaptin 1A) (Sigma1A-adaptin)","AP1S1",7,6.91,6.75,6.95,6.98,6.96,6.73,5.67,5.01,5.5,2,0.02,6.44565273793561,0.1,0.92,1,-5.19,1.50664970568085
"P49023","PAXI_HUMAN","Paxillin","PXN",9.03,9.28,8.95,9.13,9.03,9.21,9.02,7.83,8,7.87,6,0.01,8.73552504066348,0.1,0.92,1,-5.19,1.1980502576404
"Q9NZB2","F120A_HUMAN","Constitutive coactivator of PPAR-gamma-like protein 1 (Oxidative stress-associated Src activator) (Protein FAM120A)","FAM120A",9.44,9.12,9.21,9.38,9.16,9.24,9.2,8.33,8.03,8.26,11,-0.01,8.93692518206248,-0.1,0.92,1,-5.19,1.04744299794869
"Q96FZ2","HMCES_HUMAN","Embryonic stem cell-specific 5-hydroxymethylcytosine-binding protein (ES cell-specific 5hmC-binding protein) (Putative peptidase SRAPD1) (EC 3.4.-.-) (SRAP domain-containing protein 1)","HMCES",8.88,9.55,9.32,9.08,9.38,9.39,9.24,6.91,7.26,6.21,4,0.02,8.52051272521927,0.1,0.92,1,-5.19,2.47775444654513
"P35232","PHB_HUMAN","Prohibitin","PHB",5.35,5.1,5.35,5.18,5.44,5.04,5.35,4.44,4.31,4.55,1,-0.01,5.00952688871135,-0.1,0.92,1,-5.19,0.831025948004122
"P62258","1433E_HUMAN","14-3-3 protein epsilon (14-3-3E)","YWHAE",9.42,9.45,9.59,9.43,9.5,9.37,9.63,8.2,8.19,8.19,9,-0.01,9.0972017789762,-0.1,0.92,1,-5.19,1.29564957419335
"O76021","RL1D1_HUMAN","Ribosomal L1 domain-containing protein 1 (CATX-11) (Cellular senescence-inhibited gene protein) (Protein PBK1)","RSL1D1",10.12,9.83,10.24,10.12,9.98,9.97,10.15,9.22,9.26,8.97,17,-0.01,9.78499002398942,-0.1,0.93,1,-5.19,0.914582260830777
"P62140","PP1B_HUMAN","Serine/threonine-protein phosphatase PP1-beta catalytic subunit (PP-1B) (PPP1CD) (EC 3.1.3.16) (EC 3.1.3.53)","PPP1CB",5.82,5.81,5.72,5.65,5.52,5.95,5.96,4.29,4.47,4.46,1,-0.01,5.3635233710408,-0.09,0.93,1,-5.19,1.37603737648488
"P18669","PGAM1_HUMAN","Phosphoglycerate mutase 1 (EC 5.4.2.11) (EC 5.4.2.4) (BPG-dependent PGAM 1) (Phosphoglycerate mutase isozyme B) (PGAM-B)","PGAM1",3.06,3.57,3.11,3.53,3.15,3.21,3.01,2.13,2.49,2.28,1,-0.02,2.95404888253155,-0.09,0.93,1,-5.19,0.945241483549498
"Q9H2P0","ADNP_HUMAN","Activity-dependent neuroprotector homeobox protein (Activity-dependent neuroprotective protein)","ADNP",9.62,10.08,10,9.84,9.97,9.86,9.97,8.08,8.45,8.15,12,0.01,9.40351142790051,0.09,0.93,1,-5.19,1.68318235497003
"P62993","GRB2_HUMAN","Growth factor receptor-bound protein 2 (Adapter protein GRB2) (Protein Ash) (SH2/SH3 adapter GRB2)","GRB2",8.21,8.16,8.35,8.31,8.41,7.96,8.34,7.02,7.23,7.09,4,0.01,7.9075419929276,0.09,0.93,1,-5.19,1.13563285792391
"P53618","COPB_HUMAN","Coatomer subunit beta (Beta-coat protein) (Beta-COP)","COPB1",9.41,9.75,9.36,9.52,9.48,9.61,9.47,8.09,7.99,8.07,12,0.01,9.07533055274717,0.09,0.93,1,-5.19,1.47061754590664
"P62318","SMD3_HUMAN","Small nuclear ribonucleoprotein Sm D3 (Sm-D3) (snRNP core protein D3)","SNRPD3",8.68,8.42,8.72,8.76,8.55,8.43,8.73,7.4,7.21,7.15,2,0.01,8.20557403383092,0.09,0.93,1,-5.19,1.36112697067202
"Q9BY42","RTF2_HUMAN","Protein RTF2 homolog (Replication termination factor 2 domain-containing protein 1)","RTFDC1",8.07,8.92,8.58,8.36,8.54,8.63,8.51,6.06,5.96,5.95,2,-0.01,7.75678621698781,-0.09,0.93,1,-5.19,2.5343416638717
"Q96CW1","AP2M1_HUMAN","AP-2 complex subunit mu (AP-2 mu chain) (Adaptin-mu2) (Adaptor protein complex AP-2 subunit mu) (Adaptor-related protein complex 2 subunit mu) (Clathrin assembly protein complex 2 mu medium chain) (Clathrin coat assembly protein AP50) (Clathrin coat-associated protein AP50) (HA2 50 kDa subunit) (Plasma membrane adaptor AP-2 50 kDa protein)","AP2M1",9.38,9.52,9.37,9.43,9.41,9.48,9.34,7.94,7.96,8.28,8,-0.01,9.0092939318857,-0.09,0.93,1,-5.19,1.36599259322247
"P06730","IF4E_HUMAN","Eukaryotic translation initiation factor 4E (eIF-4E) (eIF4E) (eIF-4F 25 kDa subunit) (mRNA cap-binding protein)","EIF4E",7.46,7.74,7.53,7.51,7.59,7.66,7.5,5.89,5.62,5.71,2,-0.01,7.02216748857173,-0.09,0.93,1,-5.19,1.8342480515093
"P27694","RFA1_HUMAN","Replication protein A 70 kDa DNA-binding subunit (RP-A p70) (Replication factor A protein 1) (RF-A protein 1) (Single-stranded DNA-binding protein) [Cleaved into: Replication protein A 70 kDa DNA-binding subunit, N-terminally processed]","RPA1",9.1,9.7,9.49,9.25,9.48,9.5,9.45,7.58,7.59,7.5,7,-0.01,8.86364292873875,-0.09,0.93,1,-5.19,1.87372243028545
"Q14166","TTL12_HUMAN","Tubulin--tyrosine ligase-like protein 12","TTLL12",5.14,5.48,5.31,5.28,5.44,5.29,5.17,4.05,4.6,4.61,1,-0.01,5.03764000360793,-0.09,0.93,1,-5.19,0.889763083217238
"P09467","F16P1_HUMAN","Fructose-1,6-bisphosphatase 1 (FBPase 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase 1) (Liver FBPase)","FBP1",7.5,7.3,7.41,7.55,7.29,7.31,7.43,6.14,5.88,5.87,3,-0.01,6.96643386065075,-0.09,0.93,1,-5.19,1.4416357818594
"Q96PZ0","PUS7_HUMAN","Pseudouridylate synthase 7 homolog (EC 5.4.99.-)","PUS7",6.02,6.05,5.82,5.9,5.9,6.2,5.88,4.47,4.56,4.61,1,0.01,5.53967339203659,0.09,0.93,1,-5.19,1.42626379528294
"Q8IUE6","H2A2B_HUMAN","Histone H2A type 2-B","HIST2H2AB",5.44,5.6,5.74,5.19,5.58,5.82,5.84,5.11,5,4.83,1,0.01,5.41452401435822,0.09,0.93,1,-5.19,0.627675562850114
"Q15628","TRADD_HUMAN","Tumor necrosis factor receptor type 1-associated DEATH domain protein (TNFR1-associated DEATH domain protein) (TNFRSF1A-associated via death domain)","TRADD",6.43,5.92,6.39,6.49,6.1,6.1,6.22,5.44,5.66,5.22,2,-0.01,5.99668387358662,-0.09,0.93,1,-5.19,0.80871484859846
"Q15651","HMGN3_HUMAN","High mobility group nucleosome-binding domain-containing protein 3 (Thyroid receptor-interacting protein 7) (TR-interacting protein 7) (TRIP-7)","HMGN3",5.2,5.58,5.08,5.03,5.26,5.13,5.8,4.02,4.53,4.2,1,0.02,4.98306318670023,0.09,0.93,1,-5.19,1.0560708585723
"Q14258","TRI25_HUMAN","E3 ubiquitin/ISG15 ligase TRIM25 (EC 6.3.2.n3) (Estrogen-responsive finger protein) (RING finger protein 147) (RING-type E3 ubiquitin transferase) (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRIM25) (Tripartite motif-containing protein 25) (Ubiquitin/ISG15-conjugating enzyme TRIM25) (Zinc finger protein 147)","TRIM25",9.58,9.87,9.58,9.64,9.61,9.8,9.62,8.2,7.95,8.16,10,-0.01,9.20101094799066,-0.09,0.93,1,-5.19,1.56944635404263
"P30050","RL12_HUMAN","60S ribosomal protein L12 (Large ribosomal subunit protein uL11)","RPL12",10.03,10.05,10.01,10.01,10.06,10.07,10.02,8.59,8.08,8.54,6,0.01,9.54557764423705,0.09,0.93,1,-5.19,1.63990953019836
"P06733","ENOA_HUMAN","Alpha-enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (C-myc promoter-binding protein) (Enolase 1) (MBP-1) (MPB-1) (Non-neural enolase) (NNE) (Phosphopyruvate hydratase) (Plasminogen-binding protein)","ENO1",11.35,11.56,11.42,11.4,11.43,11.46,11.45,10.08,9.89,10.04,24,-0.01,11.0099926807745,-0.09,0.93,1,-5.19,1.43563193450244
"P48729","KC1A_HUMAN","Casein kinase I isoform alpha (CKI-alpha) (EC 2.7.11.1) (CK1)","CSNK1A1",8.95,9.08,9.05,9,9.08,9,9.05,7.61,7.58,7.76,5,0.01,8.61493020501583,0.09,0.93,1,-5.19,1.38495523099051
"O00148","DX39A_HUMAN","ATP-dependent RNA helicase DDX39A (EC 3.6.4.13) (DEAD box protein 39) (Nuclear RNA helicase URH49)","DDX39A",7.87,7.8,7.59,7.62,7.85,7.92,7.68,6.42,5.81,6.28,3,0.01,7.28298995559939,0.08,0.93,1,-5.19,1.59839720001762
"Q8N9Q2","SR1IP_HUMAN","Protein SREK1IP1 (SFRS12-interacting protein 1) (SREK1-interacting protein 1) (Splicing regulatory protein of 18 kDa) (p18SRP)","SREK1IP1",3.12,3.68,3.74,3.85,3.61,3.09,3.56,2.47,2.66,3.01,1,0.02,3.27882077812299,0.08,0.94,1,-5.19,0.815841900290516
"P13489","RINI_HUMAN","Ribonuclease inhibitor (Placental ribonuclease inhibitor) (Placental RNase inhibitor) (Ribonuclease/angiogenin inhibitor 1) (RAI)","RNH1",9.46,9.62,9.82,9.55,9.72,9.56,9.66,8.96,8.82,8.1,5,-0.01,9.32752359588648,-0.08,0.94,1,-5.19,1.0094423948482
"P45973","CBX5_HUMAN","Chromobox protein homolog 5 (Antigen p25) (Heterochromatin protein 1 homolog alpha) (HP1 alpha)","CBX5",9.1,9.5,9.4,9.07,9.35,9.41,9.45,7.82,8.01,7.87,5,-0.01,8.89779763577182,-0.08,0.94,1,-5.19,1.43409512040166
"Q14692","BMS1_HUMAN","Ribosome biogenesis protein BMS1 homolog (Ribosome assembly protein BMS1 homolog)","BMS1",7.83,7.45,7.87,7.97,7.54,7.56,7.74,6.96,7.33,6.74,5,-0.01,7.49885936390502,-0.08,0.94,1,-5.19,0.707381679132884
"Q04206","TF65_HUMAN","Transcription factor p65 (Nuclear factor NF-kappa-B p65 subunit) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 3)","RELA",6.71,6.66,6.74,6.69,6.73,6.59,6.76,5.45,5.5,5.37,2,-0.01,6.3204816834524,-0.08,0.94,1,-5.19,1.26262810750962
"Q8IU81","I2BP1_HUMAN","Interferon regulatory factor 2-binding protein 1 (IRF-2-binding protein 1) (IRF-2BP1) (Probable E3 ubiquitin-protein ligase IRF2BP1) (EC 2.3.2.27) (Probable RING-type E3 ubiquitin transferase IRF2BP1)","IRF2BP1",8.89,9.32,9.32,8.94,9.4,9.05,9.37,6.9,7.08,6.85,6,0.01,8.510951951456,0.08,0.94,1,-5.19,2.2467457413583
"Q15008","PSMD6_HUMAN","26S proteasome non-ATPase regulatory subunit 6 (26S proteasome regulatory subunit RPN7) (26S proteasome regulatory subunit S10) (Breast cancer-associated protein SGA-113M) (Phosphonoformate immuno-associated protein 4) (Proteasome regulatory particle subunit p44S10) (p42A)","PSMD6",8.48,8.68,8.46,8.57,8.54,8.55,8.53,7.16,6.97,7.14,6,0.01,8.10725828648608,0.08,0.94,1,-5.19,1.45644583566466
"Q6ZVM7","TM1L2_HUMAN","TOM1-like protein 2 (Target of Myb-like protein 2)","TOM1L2",6.22,6.42,6.63,6.72,6.27,6.12,6.54,6.01,6.37,5.98,2,-0.01,6.32863411230114,-0.08,0.94,1,-5.19,0.307111188883757
"P09132","SRP19_HUMAN","Signal recognition particle 19 kDa protein (SRP19)","SRP19",5.9,5.6,5.78,5.55,5.7,6.18,5.66,4.84,4.6,5,1,0.01,5.48009593698222,0.08,0.94,1,-5.19,0.958154987523743
"Q9H7B2","RPF2_HUMAN","Ribosome production factor 2 homolog (Brix domain-containing protein 1) (Ribosome biogenesis protein RPF2 homolog)","RPF2",8.42,7.85,8.43,8.41,8.23,8.07,8.18,7.18,7.25,6.63,5,-0.01,7.86399919342006,-0.08,0.94,1,-5.19,1.21579044875835
"Q99829","CPNE1_HUMAN","Copine-1 (Chromobindin 17) (Copine I)","CPNE1",5.47,5.51,6.03,5.91,5.65,5.46,5.61,4.89,4.75,4.63,1,-0.01,5.39038078783954,-0.08,0.94,1,-5.19,0.91228880083876
"A0AV96","RBM47_HUMAN","RNA-binding protein 47 (RNA-binding motif protein 47)","RBM47",8.16,7.9,8.12,8.19,7.98,8.02,8.08,7.05,7.15,6.97,3,0.01,7.76113828824012,0.07,0.94,1,-5.19,1.01528653628382
"Q7L775","EPMIP_HUMAN","EPM2A-interacting protein 1 (Laforin-interacting protein)","EPM2AIP1",4.85,4.86,5.01,4.97,4.81,4.9,4.99,3.88,4.07,3.57,1,0.01,4.59088696514303,0.07,0.94,1,-5.19,1.07481681593851
"Q8WVC0","LEO1_HUMAN","RNA polymerase-associated protein LEO1 (Replicative senescence down-regulated leo1-like protein)","LEO1",6.07,6.36,6.5,6.18,6.43,6.18,6.41,4.28,5.17,4.63,1,-0.01,5.81969917241095,-0.07,0.94,1,-5.19,1.61784334223989
"Q8IWX8","CHERP_HUMAN","Calcium homeostasis endoplasmic reticulum protein (ERPROT 213-21) (SR-related CTD-associated factor 6)","CHERP",7,6.79,6.94,6.85,7,6.82,7,6.12,6.72,6.26,2,0.01,6.74948090414847,0.07,0.94,1,-5.19,0.552644981537656
"P20810","ICAL_HUMAN","Calpastatin (Calpain inhibitor) (Sperm BS-17 component)","CAST",6.65,6.53,6.55,6.26,6.67,6.54,6.79,4.98,5.57,5.46,4,-0.01,6.20003793599913,-0.07,0.94,1,-5.19,1.24181927987402
"Q9UPN9","TRI33_HUMAN","E3 ubiquitin-protein ligase TRIM33 (EC 2.3.2.27) (Ectodermin homolog) (RET-fused gene 7 protein) (Protein Rfg7) (RING-type E3 ubiquitin transferase TRIM33) (Transcription intermediary factor 1-gamma) (TIF1-gamma) (Tripartite motif-containing protein 33)","TRIM33",9.54,10.04,9.99,9.83,9.82,9.77,9.98,7.1,7.35,7.08,8,-0.01,9.05090108395306,-0.07,0.94,1,-5.19,2.68133775361145
"Q8WVP7","LMBR1_HUMAN","Limb region 1 protein homolog (Differentiation-related gene 14 protein)","LMBR1",2.1,2.71,3.02,2.37,2.86,2.47,2.86,1.48,0,1.38,1,0.03,2.12372018522571,0.07,0.94,1,-5.19,1.68420584356864
"P47756","CAPZB_HUMAN","F-actin-capping protein subunit beta (CapZ beta)","CAPZB",8.78,8.77,8.81,8.85,8.84,8.75,8.72,7.53,7.5,7.27,5,0.01,8.382900567765,0.07,0.94,1,-5.19,1.35888783624571
"P27695","APEX1_HUMAN","DNA-(apurinic or apyrimidinic site) lyase (EC 3.1.-.-) (EC 4.2.99.18) (APEX nuclease) (APEN) (Apurinic-apyrimidinic endonuclease 1) (AP endonuclease 1) (APE-1) (REF-1) (Redox factor-1) [Cleaved into: DNA-(apurinic or apyrimidinic site) lyase, mitochondrial]","APEX1",9.38,9.26,9.61,9.39,9.42,9.36,9.54,8.53,8.67,8.53,9,0.01,9.16899729954638,0.07,0.94,1,-5.19,0.851946665104409
"P61158","ARP3_HUMAN","Actin-related protein 3 (Actin-like protein 3)","ACTR3",9.06,9.27,9.1,9.07,9.11,9.25,9.13,7.98,8.16,8.06,9,-0.01,8.8197953378243,-0.07,0.95,1,-5.19,1.0793852757179
"Q2TAY7","SMU1_HUMAN","WD40 repeat-containing protein SMU1 (Smu-1 suppressor of mec-8 and unc-52 protein homolog) [Cleaved into: WD40 repeat-containing protein SMU1, N-terminally processed]","SMU1",5.1,4.87,5.32,5.32,5.11,4.98,4.9,2.8,2.3,3.25,1,-0.01,4.39452964200725,-0.07,0.95,1,-5.19,2.31141819680203
"P26599","PTBP1_HUMAN","Polypyrimidine tract-binding protein 1 (PTB) (57 kDa RNA-binding protein PPTB-1) (Heterogeneous nuclear ribonucleoprotein I) (hnRNP I)","PTBP1",10.73,10.58,10.84,10.86,10.64,10.62,10.76,9.45,9.38,9.32,14,0.01,10.3184712946066,0.07,0.95,1,-5.19,1.33699432432769
"Q9BQ61","TRIR_HUMAN","Telomerase RNA component interacting RNase (EC 3.1.13.-) (Exoribonuclease TRIR)","TRIR",6.33,6.36,6.56,6.28,6.5,6.44,6.43,5.11,4.99,5.01,2,-0.01,6.00008319223471,-0.07,0.95,1,-5.19,1.37985235021301
"Q12872","SFSWA_HUMAN","Splicing factor, suppressor of white-apricot homolog (Splicing factor, arginine/serine-rich 8) (Suppressor of white apricot protein homolog)","SFSWAP",8.14,8.59,8.99,8.57,8.83,8.26,8.69,4.16,4.69,4.01,1,0.01,7.29344554559154,0.07,0.95,1,-5.19,4.29861384838815
"Q9H1E3","NUCKS_HUMAN","Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 (P1)","NUCKS1",8.49,8.59,8.61,8.32,8.69,8.57,8.64,7.23,7.49,7.35,5,-0.01,8.19890625974556,-0.07,0.95,1,-5.19,1.20557875841582
"P62913","RL11_HUMAN","60S ribosomal protein L11 (CLL-associated antigen KW-12) (Large ribosomal subunit protein uL5)","RPL11",9.7,9.97,9.64,9.81,9.75,9.82,9.67,7.99,7.61,7.93,5,-0.01,9.19003225990654,-0.07,0.95,1,-5.19,1.93018894175833
"Q8IX12","CCAR1_HUMAN","Cell division cycle and apoptosis regulator protein 1 (Cell cycle and apoptosis regulatory protein 1) (CARP-1) (Death inducer with SAP domain)","CCAR1",7.84,7.95,7.92,7.91,7.92,7.92,7.89,7.03,7.14,7.04,5,0.01,7.65577438704514,0.07,0.95,1,-5.19,0.840636284451954
"P49411","EFTU_HUMAN","Elongation factor Tu, mitochondrial (EF-Tu) (P43)","TUFM",6.23,6.81,6.29,6.37,6.34,6.77,6.34,5.65,5.79,5.7,2,0.01,6.23051440636313,0.07,0.95,1,-5.19,0.740533711026894
"O15269","SPTC1_HUMAN","Serine palmitoyltransferase 1 (EC 2.3.1.50) (Long chain base biosynthesis protein 1) (LCB 1) (Serine-palmitoyl-CoA transferase 1) (SPT 1) (SPT1)","SPTLC1",5.35,6.02,5.43,5.47,5.51,5.95,5.53,4.63,4.53,4.45,2,0.01,5.28657580519227,0.07,0.95,1,-5.19,1.07540209965631
"Q86VM9","ZCH18_HUMAN","Zinc finger CCCH domain-containing protein 18 (Nuclear protein NHN1)","ZC3H18",7.8,7.85,7.92,7.8,7.91,7.82,7.87,6.57,6.83,6.48,5,-0.01,7.48626953484487,-0.07,0.95,1,-5.19,1.2312610588025
"Q04837","SSBP_HUMAN","Single-stranded DNA-binding protein, mitochondrial (Mt-SSB) (MtSSB) (PWP1-interacting protein 17)","SSBP1",4.33,4.47,4.38,4.06,4.34,4.63,4.58,3.37,3.4,3.45,1,0.01,4.10060460818067,0.07,0.95,1,-5.19,0.996353689786146
"Q9UKD2","MRT4_HUMAN","mRNA turnover protein 4 homolog (Ribosome assembly factor MRTO4)","MRTO4",7.25,7.59,7.53,7.41,7.43,7.48,7.48,6.18,6.08,6.02,2,-0.01,7.04463416869807,-0.07,0.95,1,-5.19,1.36369299805413
"P31949","S10AB_HUMAN","Protein S100-A11 (Calgizzarin) (Metastatic lymph node gene 70 protein) (MLN 70) (Protein S100-C) (S100 calcium-binding protein A11) [Cleaved into: Protein S100-A11, N-terminally processed]","S100A11",9.23,9.85,9.84,9.52,9.54,9.74,9.74,8.05,8.3,8.21,5,-0.01,9.20368211006398,-0.07,0.95,1,-5.19,1.45779033436714
"Q9H3K6","BOLA2_HUMAN","BolA-like protein 2","BOLA2",7.88,8.29,8.06,7.88,8.03,8.25,8.11,6.31,6.04,6.15,3,-0.01,7.50060180926121,-0.06,0.95,1,-5.19,1.90963939634863
"P62820","RAB1A_HUMAN","Ras-related protein Rab-1A (YPT1-related protein)","RAB1A",5.04,4.82,4.61,5.01,4.49,4.72,5.02,3.47,3.12,3.91,1,-0.01,4.42150789913144,-0.06,0.95,1,-5.19,1.32436383809099
"Q14126","DSG2_HUMAN","Desmoglein-2 (Cadherin family member 5) (HDGC)","DSG2",7.66,7.64,7.89,7.75,7.88,7.43,7.83,6.32,6.82,6.33,2,-0.01,7.3553206240565,-0.06,0.95,1,-5.19,1.2387265839194
"Q9H0C8","ILKAP_HUMAN","Integrin-linked kinase-associated serine/threonine phosphatase 2C (ILKAP) (EC 3.1.3.16)","ILKAP",5.91,6.72,6.31,5.81,6.48,6.51,6.5,4.41,4.01,4.3,1,0.01,5.69674453627907,0.06,0.95,1,-5.19,2.08242366524155
"Q8IV36","HID1_HUMAN","Protein HID1 (Down-regulated in multiple cancers 1) (HID1 domain-containing protein) (Protein hid-1 homolog)","HID1",6.19,5.91,6.43,6.12,6.21,6.13,6.21,5.14,5.56,5.5,1,-0.01,5.94075402219581,-0.06,0.95,1,-5.19,0.774628801611635
"P46063","RECQ1_HUMAN","ATP-dependent DNA helicase Q1 (EC 3.6.4.12) (DNA helicase, RecQ-like type 1) (RecQ1) (DNA-dependent ATPase Q1) (RecQ protein-like 1)","RECQL",8.57,9.06,8.99,8.68,8.95,8.94,8.88,7.57,8.23,7.6,5,-0.01,8.547711621335,-0.06,0.95,1,-5.19,1.075440287853
"Q8IVT2","MISP_HUMAN","Mitotic interactor and substrate of PLK1 (Mitotic spindle positioning protein)","MISP",8.43,8.31,8.35,8.39,8.32,8.42,8.34,7.43,7.46,7.51,8,0,8.09698698931725,0.06,0.95,1,-5.19,0.90113695985803
"Q99459","CDC5L_HUMAN","Cell division cycle 5-like protein (Cdc5-like protein) (Pombe cdc5-related protein)","CDC5L",9.14,9.18,9.1,9.09,9.16,9.16,9.15,8.04,7.99,7.97,8,0,8.79724989167107,0.06,0.95,1,-5.19,1.14064865540008
"O75683","SURF6_HUMAN","Surfeit locus protein 6","SURF6",6.9,6.72,7.01,6.95,6.81,6.85,6.88,6.07,6.27,5.84,2,-0.01,6.63041950563284,-0.06,0.96,1,-5.19,0.817505521681896
"P29373","RABP2_HUMAN","Cellular retinoic acid-binding protein 2 (Cellular retinoic acid-binding protein II) (CRABP-II)","CRABP2",8.68,9.15,9.04,8.68,8.89,9.04,9.2,7.24,7.12,7.22,3,-0.01,8.424993014389,-0.06,0.96,1,-5.19,1.76615174715293
"O00422","SAP18_HUMAN","Histone deacetylase complex subunit SAP18 (18 kDa Sin3-associated polypeptide) (2HOR0202) (Cell growth-inhibiting gene 38 protein) (Sin3-associated polypeptide p18)","SAP18",7.69,7.45,7.51,7.43,7.56,7.62,7.56,6.31,6.03,6.36,4,-0.01,7.15083350684405,-0.06,0.96,1,-5.19,1.31538781996163
"Q15181","IPYR_HUMAN","Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)","PPA1",4.88,5.23,5.12,5.14,5.05,5.03,5.05,3.52,3.69,3.08,2,-0.01,4.57991820278271,-0.05,0.96,1,-5.19,1.64554369231004
